accident_id,district,date,address,lat,lng,severity,deaths,serious,minor,match_quality
2021173061,수정구,2021년 11월,서울국제학교,37.4697074946426,127.126749768721,경상,0,0,1,exact
2021189026,수정구,2021년 12월,성남서초등학교,37.4505989412226,127.126889959242,중상,0,1,0,exact
2021192147,수정구,2021년 12월,성수초등학교,37.4395377690109,127.126458798247,경상,0,0,1,exact
2021192240,수정구,2021년 12월,성수초등학교,37.4354136188051,127.1277679171,중상,0,1,0,exact
2021201182,수정구,2021년 12월,성남수정초등학교,37.4377478766559,127.133442292132,경상,0,0,1,exact
2021201373,수정구,2021년 12월,위례한빛초등학교,37.4673609247787,127.140309026288,경상,0,0,1,exact
2022001622,수정구,2022년 1월,성체유치원,37.4402557308856,127.137024867252,경상,0,0,1,exact
2022001857,수정구,2022년 1월,성남수정초등학교,37.4380848442184,127.134559754462,경상,0,0,1,exact
2022006237,수정구,2022년 1월,위례고운초등학교,37.4721922512568,127.143282823637,경상,0,0,2,exact
2022019913,수정구,2022년 2월,성남수정초등학교,37.4381857047682,127.135113165658,경상,0,0,2,exact
2022025689,수정구,2022년 2월,성체유치원,37.442136891701,127.136145317849,중상,0,1,0,exact
2022041265,수정구,2022년 3월,성수초등학교,37.4395722503461,127.125961236739,경상,0,0,1,exact
2022063608,수정구,2022년 5월,위례중앙초등학교,37.4743908459561,127.13711996967,경상,0,0,1,exact
2022091251,수정구,2022년 6월,은솔유치원,37.469992035909,127.137073381622,경상,0,0,1,exact
2022111652,수정구,2022년 8월,서울국제학교,37.4694371961555,127.126785039141,중상,0,1,0,exact
2022111804,수정구,2022년 8월,성남수정초등학교,37.437375389596,127.135411003675,경상,0,0,1,exact
2022111805,수정구,2022년 8월,성체유치원,37.4401745045458,127.136991346343,경상,0,0,1,exact
2022112516,수정구,2022년 8월,성남수정초등학교,37.4366786910008,127.134555287867,경상,0,0,1,exact
2022116669,수정구,2022년 8월,성수초등학교,37.4359844603101,127.128714607652,경상,0,0,1,exact
2022118497,수정구,2022년 8월,수진동어린이집,37.4390142844381,127.137822160292,중상,0,1,0,exact
2022118528,수정구,2022년 8월,성남초등학교,37.4469601185777,127.145335891345,경상,0,0,1,exact
2022125405,수정구,2022년 8월,위례새초롱유치원,37.4738803481626,127.14713133773,경상,0,0,2,exact
2022143106,수정구,2022년 9월,단대초등학교,37.4546502026491,127.161174046246,경상,0,0,2,exact
2022164880,수정구,2022년 11월,성수초등학교,37.4388690847943,127.125930823874,중상,0,1,0,exact
2022167609,수정구,2022년 11월,서울국제학교,37.4696080243743,127.126648483722,경상,0,0,1,exact
2022169014,수정구,2022년 11월,수진동어린이집,37.439078210484,127.13809315422,경상,0,0,1,exact
2022182119,수정구,2022년 12월,태평초등학교,37.4466552272863,127.131126454829,중상,0,1,0,exact
2022189081,수정구,2022년 12월,태평초등학교,37.4460334150485,127.134068884459,경상,0,0,2,exact
